site.id	R-G_diff	R-G_lwr	R-G_upr	R-G_p_value_adjusted	RG-G_diff	RG-G_lwr	RG-G_upr	RG-G_p_value_adjusted	RG-R_diff	RG-R_lwr	RG-R_upr	RG-R_p_value_adjusted	pop1	pop2	pst	rank	RU_13_R_VN96110_BL_ADL_M	RU_13_R_VN96113_BL_ADL_F	RU_13_R_VN96116_BL_ADL_M	RU_13_R_VN96117_BL_ADL_F	RU_13_R_VN96118_BL_ADL_F	RU_13_R_VN96122_BL_ADL_F	US_02_E_2171.28179_BL_ADL_U	US_02_E_2171.28186_BL_ADL_U	US_02_E_2171.28193_BL_ADL_U	US_02_E_3121.88807_BL_ADL_U	US_02_E_3121.88831_BL_ADL_U	US_02_E_3121.88841_BL_ADL_U	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	extra	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	category	loci.id	Rr	Rr.var	G	G.var	RG	RG.var	type
chr23_2695650	-0.110349057264876	-0.2154814356698	-0.00521667885995217	0.038279378035491	-0.0429042074378586	-0.148036585842782	0.0622281709670651	0.574793396017582	0.0674448498270173	-0.0428189188732392	0.177708618527274	0.298290142592182	gutturalis	rustica.r	0.270698437917686	285	0.26890756302521	0.36	0.366666666666667	0.125	0.5	0.422535211267606	0.246153846153846	0.353658536585366	0.602941176470588	0.0769230769230769	0.206106870229008	0.432	chr23	2695651	2695650	+	1	NA	intron 	XM_040085973.1, intron 4 of 60)	mRNA-intron (XM_040085973.1, intron 4 of 60)	46998	XM_040085973.1	CSMD2	XM_040085973	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr23_2695650	0.377461244586807	0.00537772788235604	0.487810301851683	0.0081741532824465	0.444906094413824	0.0132014891865745	other
chr08_27607142	-0.110573718991152	-0.200555950817164	-0.0205914871651391	0.013830978072083	0.000546992858059925	-0.0894352389679526	0.0905292246840724	0.999874209868335	0.111120711849211	0.0167465509319918	0.205494872766431	0.0186620729561399	gutturalis	rustica.r	0.270554513774894	286	0.662068965517241	0.711111111111111	0.738853503184713	0.601851851851852	0.401574803149606	0.702127659574468	0.741496598639456	0.74375	0.596026490066225	0.71875	0.618320610687023	0.776923076923077	chr08	27607143	27607142	+	1	NA	exon 	XM_040073486.1, exon 5 of 5)	mRNA-exon (XM_040073486.1, exon 5 of 5)	7606	XM_040073484.1	FAM78B	XM_040073484	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr08_27607142	0.643572503276809	0.0113508066817986	0.75414622226796	0.00308828561935311	0.75469321512602	0.0058841705638094	gutturalis dominant
chr31_930352	-0.226534722220603	-0.394348401336418	-0.0587210431047887	0.00711484373497795	-0.136149259246676	-0.289791393154931	0.0174928746615783	0.0888073490854692	0.0903854629739271	-0.0881885527885148	0.268959478736369	0.425596002478638	gutturalis	rustica.r	0.270361073553939	287	NA	0.0844444444444444	0.00840336134453781	0.131578947368421	0.0549450549450549	0.0119047619047619	0.0119047619047619	0	0.270833333333333	0.0192307692307692	0.288461538461538	NA	chr31	930353	930352	+	1	NA	Intergenic	NA	Intergenic	-11558	XM_040088574.1	LOC120764573	XM_040088574	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr31_930352	0.06006816745877	0.00234433815860511	0.286602889679373	0.0266250474081562	0.150453630432697	0.0147416191409972	other
chr12_11547822	-0.0934926423910872	-0.170252177843674	-0.0167331069385005	0.0147404668885132	-0.00174427636331453	-0.0785038118159013	0.0750152590892722	0.998243782941364	0.0917483660277727	0.0112422860636693	0.172254445991876	0.0231766635501287	gutturalis	rustica.r	0.270314945069374	288	0.632075471698113	0.591836734693878	0.616071428571429	0.709219858156028	0.56	0.640350877192982	0.692307692307692	0.637931034482759	0.602272727272727	0.584415584415584	0.696629213483146	0.634408602150538	chr12	11547823	11547822	+	1	NA	exon 	XM_040075979.1, exon 38 of 38)	mRNA-exon (XM_040075979.1, exon 38 of 38)	-7422	XM_040075840.1	LOC120758058	XM_040075840	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr12_11547822	0.600758581991203	0.000788960746833193	0.69425122438229	0.00583344013071162	0.692506948018975	0.00727027068011602	gutturalis dominant
chr20_664349	-0.249394861702825	-0.472411284767175	-0.0263784386384756	0.0261564525724782	-0.242232333720912	-0.465248756785262	-0.0192159106565624	0.0313047438465569	0.00716252798191314	-0.226739069815235	0.241064125779061	0.996813303001869	gutturalis	rustica.r	0.270150127459553	291	0.0229007633587786	0.47239263803681	0.24375	0.196969696969697	0.469230769230769	0.463768115942029	0.10062893081761	0.227941176470588	0.336734693877551	0.3828125	0.146341463414634	0.175675675675676	chr20	664350	664349	+	1	NA	Intergenic	NA	Intergenic	9281	XM_040080141.1	SPATA2	XM_040080143	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr20_664349	0.433165225463099	0.043687100325328	0.682560087165925	0.0259721906415447	0.440327753445013	0.053430229225429	rustica dominant
chr08_402901	-0.207125521336291	-0.410520336975786	-0.00373070569679584	0.0454011006089596	-0.187691437893166	-0.385013392854265	0.00963051706793216	0.0643403798622065	0.0194340834431245	-0.18396073219637	0.222828899082619	0.968971158420124	gutturalis	rustica.r	0.269960977434526	293	0.419354838709677	0.30188679245283	NA	0.469387755102041	0.647058823529412	0.476190476190476	0.777777777777778	NA	NA	0.306122448979592	0.584905660377358	0.4	chr08	402902	402901	+	1	NA	Intergenic	NA	Intergenic	-85444	XM_040073482.1	NEGR1	XM_040073482	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr08_402901	0.473978192277125	0.0144924104701849	0.681103713613416	0.0143849561354552	0.49341227572025	0.0532527438273568	other
chr05_55702721_55703364	-0.0787287788678813	-0.1456546472574	-0.0118029104783623	0.0187799280947807	-0.0429244173870863	-0.109850285776605	0.0240014510024328	0.266178290342633	0.035804361480795	-0.0343880814576036	0.105996804419194	0.425660458836061	gutturalis	rustica.r	0.269865071094532	294	0.192273292345259	0.158067488667618	0.163299997349709	0.119579650738486	0.216774549899853	0.131967619401098	0.102738682277674	0.129564657098525	0.260820983002356	0.121000569698245	0.109107885605821	0.169444747536036	chr05	55702722	55702721	+	1	NA	intron 	XM_040067757.1, intron 3 of 8)	mRNA-intron (XM_040067751.1, intron 3 of 8)	7510	XM_040067757.1	WT1	XM_040067754	NA	NA	NA	NA	NA	mRNA	island_intron 	chr05_55702721	0.174446955454091	0.00181451626307249	0.253175734321973	0.00386406374419728	0.210251316934886	0.00502513706739501	other
chr19_7178689	-0.0835151062478875	-0.153778841110364	-0.0132513713854107	0.0177140084610915	-0.0565833872799238	-0.126847122142401	0.0136803475825529	0.131178241376001	0.0269317189679636	-0.0433320158945131	0.0971954538304404	0.610281013897292	gutturalis	rustica.r	0.269680099700275	295	0.8	0.848484848484849	0.91304347826087	0.884615384615385	0.774193548387097	0.90625	0.5625	0.91304347826087	NA	0.8	0.344262295081967	0.52	chr19	7178690	7178689	+	1	NA	Intergenic	NA	Intergenic	5673	XR_005703678.1	LOC120761553	XR_005703678	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr19_7178689	0.854478855647681	0.00458142569601661	0.937993961895569	0.00141797822537627	0.881410574615645	0.00468768138379135	other
chr06_35672509_35674509	0.0846013476964388	0.0146879283793089	0.154514767013569	0.0154386038498747	0.0599026157065295	-0.0100108036106004	0.129816035023659	0.103444378892911	-0.0246987319899092	-0.0980245447755451	0.0486270807957266	0.683832465670532	gutturalis	rustica.r	0.2696190105133	296	0.712399968195616	0.780410223754673	0.743715917343368	0.800524430032627	0.807284501536946	0.764484448423519	0.628571600465971	0.70386247577202	0.762544696757254	0.76178559791463	0.7727739041613	0.562124201907484	chr06	35674430	35674429	+	1	NA	Intergenic	NA	Intergenic	-13080	XM_040071217.1	INPP5A	XM_040071217	NA	NA	NA	NA	NA	mRNA	shore_Intergenic	chr06_35674429	0.763071977805392	0.00102750266029439	0.678470630108953	0.00698444734196189	0.738373245815483	0.00297679233175918	other
chr06_1101915	-0.132575300993729	-0.245347633756028	-0.0198029682314297	0.0189650906441616	-0.0466886991152496	-0.155773564566651	0.0623961663361523	0.54337590606338	0.0858866018784795	-0.0320436733849397	0.203816877141899	0.185606432144045	gutturalis	rustica.r	0.269581596419692	297	NA	0.214285714285714	0.184210526315789	0.0988372093023256	0.230769230769231	0.0597014925373134	0.219298245614035	0.300699300699301	0.29126213592233	0.319327731092437	0.149253731343284	0.113636363636364	chr06	1101916	1101915	+	1	NA	intron 	XM_040071771.1, intron 4 of 14)	mRNA-intron (XM_040071767.1, intron 7 of 17)	-24829	XM_040071782.1	LRRTM3	XM_040071781	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr06_1101915	0.136582435756851	0.00523113943500602	0.26915773675058	0.0133222575359348	0.222469037635331	0.0084384593283793	other
chr01A_5935503	-0.0980959851404704	-0.180917146825572	-0.0152748234553686	0.0180277793979079	-0.0426839295375568	-0.122796977282974	0.0374291182078601	0.393822863894332	0.0554120556029136	-0.0311971521337683	0.142021263339596	0.266921304789116	gutturalis	rustica.r	0.269459023314352	298	0.0357142857142857	NA	0.204545454545455	0.0776699029126214	0.106194690265487	0.0882352941176471	0.0642201834862385	0.417721518987342	0.15625	0.0449438202247191	0.0377358490566038	0.223076923076923	chr01A	5935504	5935503	+	1	NA	intron 	XM_040061864.1, intron 1 of 10)	mRNA-intron (XM_040061862.1, intron 1 of 10)	60544	XM_040061864.1	CAMK1D	XM_040061862	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr01A_5935503	0.0884877091738097	0.00314120978095821	0.18658369431428	0.00488694005491709	0.143899764776723	0.00714473852941536	other
chr26_4789779	-0.116071331923105	-0.236478850642255	0.00433618679604587	0.060416246753777	0.0727322798492582	-0.0476752388698923	0.193139798568409	0.306915823094321	0.188803611772363	0.0625191407535046	0.315088082791221	0.00272144109856498	gutturalis	rustica.r	0.268965047237963	300	0.240506329113924	0.376811594202899	0.285714285714286	0.333333333333333	0.427083333333333	0.27027027027027	0.19047619047619	0.421052631578947	0.222222222222222	0.433962264150943	0.337662337662338	0.402777777777778	chr26	4789780	4789779	+	1	NA	intron 	XM_040085495.1, intron 3 of 7)	mRNA-intron (XM_040085490.1, intron 3 of 7)	35151	XM_040085878.1	DDX20	XM_040085878	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr26_4789779	0.297015276983463	0.00435669376621307	0.413086608906568	0.0087663958974048	0.485818888755826	0.0224581917667521	other
chr13_495738	0.122911688607671	0.032501494275575	0.213321882939767	0.0067270281995091	0.0788030148705857	-0.0116071794615102	0.169213209202682	0.0952899911659625	-0.0441086737370852	-0.137139996199567	0.0489226487253972	0.470782182319433	gutturalis	rustica.r	0.268927142072083	301	0.73469387755102	0.831932773109244	0.768707482993197	0.712121212121212	0.820689655172414	0.726027397260274	0.645962732919255	0.734939759036145	0.575757575757576	0.409638554216867	0.578512396694215	0.709401709401709	chr13	495739	495738	+	1	NA	Intergenic	NA	Intergenic	41087	XM_040078533.1	GRXCR2	XM_040078533	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr13_495738	0.756990794174955	0.0045792383892086	0.634079105567284	0.00746821275539636	0.712882120437869	0.00412743393912599	other
chr21_4140921	-0.117080153817046	-0.206676276796554	-0.027484030837538	0.00869484543148857	-0.00355549351516138	-0.0931516164946693	0.0860406294643466	0.994654537480713	0.113524660301885	0.0195554537592356	0.207493866844534	0.0156184623218859	gutturalis	rustica.r	0.268887111005307	302	0.253968253968254	0.27007299270073	0.333333333333333	0.349315068493151	0.233644859813084	0.24390243902439	0.260504201680672	0.418604651162791	0.277777777777778	0.436781609195402	0.338983050847458	0.689393939393939	chr21	4140922	4140921	+	1	NA	Intergenic	NA	Intergenic	-37564	XM_040084852.1	AJAP1	XM_040084852	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr21_4140921	0.23079738562578	0.00426006070760965	0.347877539442826	0.00379695315526099	0.344322045927665	0.0119084326735036	gutturalis dominant
chr01_70491579	-0.126524187768669	-0.247159696912127	-0.00588867862521036	0.0384953490606638	-0.0137846051889159	-0.138498035633915	0.110928825256083	0.959145924118626	0.112739582579753	-0.017677948220327	0.243157113379833	0.0994536716963109	gutturalis	rustica.r	0.268566598843066	303	0.202898550724638	0.166666666666667	0.208955223880597	0.0277777777777778	0.164556962025316	0.197183098591549	0	0.325	0.157894736842105	0.265822784810127	0.298245614035088	0.0681818181818182	chr01	70491580	70491579	+	1	NA	Intergenic	NA	Intergenic	247604	XR_005699664.1	LOC120749477	XR_005699664	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr01_70491579	0.175921675441798	0.00493650449384468	0.302445863210467	0.0063197480268306	0.288661258021551	0.0267977046159509	other
chr08_30367151_30369151	-0.232975443215578	-0.405016933320961	-0.0609339531101958	0.00652065864468265	-0.161813280924491	-0.333854771029873	0.010228209180892	0.0681842479894746	0.0711621622910878	-0.109276474783815	0.251600799365991	0.595743092711299	gutturalis	rustica.r	0.268540452717029	304	0.110353092835418	0.373590779858549	0.115683229813665	0.373559928443649	0.206114156114156	0.450365497076024	0.283015900251659	0.336909167367536	0.325844854070661	0.137872340425532	0.388028974456729	0.350746547219112	chr08	30367165	30367164	+	1	NA	Intergenic	NA	Intergenic	-15756	XR_005702212.1	LOC120756703	XR_005702212	NA	NA	NA	NA	NA	lnc_RNA	shore_Intergenic	chr08_30367164	0.252933488410926	0.0300930866499418	0.485908931626504	0.023267402430664	0.324095650702014	0.0179377345246743	other
chr23_3962182	-0.132674303006392	-0.214252503614774	-0.0510961023980108	0.00118226678842637	-0.030648397343267	-0.112226597951649	0.0509298032651147	0.624404102866029	0.102025905663126	0.0164659670472551	0.187585844278996	0.017109392512171	gutturalis	rustica.r	0.268478263982	305	0.578512396694215	0.789473684210526	0.64	0.495726495726496	0.746913580246914	0.797546012269939	0.637254901960784	0.865546218487395	0.531468531468531	0.556603773584906	0.641666666666667	0.7375	chr23	3962183	3962182	+	1	NA	TTS 	XM_040086425.1)	mRNA-TTS (XM_040086425.1)	4885	XM_040086425.1	GPN2	XM_040086425	NA	NA	NA	NA	NA	mRNA	opensea_TTS 	chr23_3962182	0.690524255675426	0.0070731186664275	0.823198558681819	0.00255715163529456	0.792550161338552	0.00706932548312551	gutturalis dominant
chr21_5908688_5909212	-0.140476219897163	-0.264516696212291	-0.0164357435820352	0.0241359334370457	0.0120375292553269	-0.112002947059801	0.136078005570455	0.968490014446082	0.15251374915249	0.0224190000619438	0.282608498243036	0.0192214880073794	gutturalis	rustica.r	0.268407292624043	306	0.246032862905928	0.418489949600613	0.406328827186994	0.337780007550645	0.338754647033366	0.183514010769688	0.478731188150399	0.366624432170871	0.18973194333563	0.370049352062269	0.523828592469852	0.59955883347805	chr21	5908689	5908688	+	1	NA	intron 	XM_040084745.1, intron 3 of 23)	mRNA-intron (XM_040084740.1, intron 4 of 24)	6633	XM_040084745.1	ACAP3	XM_040084745	NA	NA	NA	NA	NA	mRNA	island_intron 	chr21_5908688	0.350681530724371	0.00828004699897223	0.491157750621534	0.00786202976875728	0.503195279876861	0.0219790635975431	gutturalis dominant
chr12_18476301	0.217501595472868	0.043404499089122	0.391598691856614	0.0122564714520167	0.00815825820581401	-0.165938838177932	0.18225535458956	0.992554767120958	-0.209343337267054	-0.391937912395059	-0.0267487621390495	0.022290238871719	gutturalis	rustica.r	0.267852602041186	307	0.325581395348837	0.550561797752809	0.625	0.44047619047619	0.666666666666667	0.548387096774194	0.132231404958678	0.111111111111111	0.333333333333333	0.527777777777778	0.576923076923077	0.446969696969697	chr12	18476302	18476301	+	1	NA	Intergenic	NA	Intergenic	-77328	XM_040076140.1	CNTN6	XM_040076140	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr12_18476301	0.562926633276778	0.0102998464326893	0.34542503780391	0.0237794755449605	0.353583296009724	0.0389446831929698	gutturalis dominant
chr12_18476260	0.217009816962925	0.0358690608661058	0.398150573059744	0.0165644681446945	-0.0221795492871154	-0.203320305383934	0.158961206809704	0.950346993955061	-0.23918936625004	-0.429171394008615	-0.0492073384914651	0.0115711579407856	gutturalis	rustica.r	0.267750293757862	308	0.325581395348837	0.617977528089888	0.675675675675676	0.589285714285714	0.553571428571429	0.633879781420765	0.247933884297521	0.0833333333333333	0.25	0.583333333333333	0.551282051282051	0.46969696969697	chr12	18476261	18476260	+	1	NA	Intergenic	NA	Intergenic	-77369	XM_040076140.1	CNTN6	XM_040076140	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr12_18476260	0.595937125369636	0.013825816162376	0.378927308406711	0.0277250754770028	0.356747759119595	0.0370058563216177	gutturalis dominant
chr08_6210119	-0.147568378376235	-0.282777499293667	-0.0123592574588024	0.030405054918205	-0.156309918905531	-0.291519039822963	-0.0211007979880987	0.0211042483382595	-0.00874154052929638	-0.150550062900807	0.133066981842214	0.987154407398621	gutturalis	rustica.r	0.267618015068494	309	0.621951219512195	0.283582089552239	0.467532467532468	0.36231884057971	0.483333333333333	0.376623376623377	0.472727272727273	0.301587301587302	0.238095238095238	NA	0.355555555555556	0.298507462686567	chr08	6210120	6210119	+	1	NA	Intergenic	NA	Intergenic	35106	XM_040072576.1	RNF11	XM_040072576	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr08_6210119	0.426026464450166	0.0218891314829992	0.573594842826401	0.00751019927541167	0.41728492392087	0.0163535895653594	rustica dominant
chr12_18476272	0.133153722709045	0.0592972746472727	0.207010170770818	0.000378342431822443	0.0213858639663468	-0.0524705840954258	0.0952423120281193	0.754255391787136	-0.111767858742699	-0.189229154964305	-0.0343065625210922	0.00377258450500817	gutturalis	rustica.r	0.267565511523835	310	0.108527131782946	0.224719101123595	0.15	0.0714285714285714	0.315789473684211	0.166666666666667	0.0330578512396694	0	0.0833333333333333	0.214285714285714	0.0769230769230769	0.0984848484848485	chr12	18476273	18476272	+	1	NA	Intergenic	NA	Intergenic	-77357	XM_040076140.1	CNTN6	XM_040076140	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr12_18476272	0.206777906974011	0.00485302999696052	0.0736241842649653	0.00283433164265402	0.095010048231312	0.00581587632411258	gutturalis dominant
chr18_10759461_10761461	-0.0970046477199141	-0.157819817232112	-0.0361894782077162	0.00144392971445295	-0.0193703814150895	-0.0801855509272875	0.0414447880971085	0.711489660690537	0.0776342663048246	0.0138507784174637	0.141417754192185	0.0148132755622854	gutturalis	rustica.r	0.267562754548216	311	0.737298256842116	0.717170616012456	0.748768333202912	0.623034970987168	0.61257382938284	0.580397672119382	0.594647228341218	0.735955439195045	0.754609734745485	0.751678653706692	0.624782200477741	0.769269178397382	chr18	10760144	10760143	+	1	NA	TTS 	XM_040082038.1)	mRNA-TTS (XM_040082038.1)	-7598	XR_005703562.1	LOC120761150	XR_005703562	NA	NA	NA	NA	NA	transcript	shore_TTS 	chr18_10760143	0.650400865255992	0.00511064318689859	0.747405512975907	0.00183920335637253	0.728035131560817	0.00222635132710803	gutturalis dominant
chr09_23619088	0.0905981061251486	0.0242923103864085	0.156903901863889	0.00623930328077305	0.0427949216968928	-0.0235108740418473	0.109100717435633	0.260154424885543	-0.0478031844282559	-0.119151878979086	0.0235455101225743	0.235874454801551	gutturalis	rustica.r	0.267367591581751	312	0.424657534246575	0.431654676258993	0.369047619047619	0.387387387387387	0.527777777777778	0.382165605095541	0.478723404255319	0.370629370629371	0.311111111111111	0.197916666666667	0.235714285714286	0.271028037383178	chr09	23619089	23619088	+	1	NA	intron 	XR_005702419.1, intron 1 of 5)	lnc_RNA-intron (XR_005702417.1, intron 1 of 6)	-31550	XR_005702421.1	LOC120757214	XR_005702420	NA	NA	NA	NA	NA	lnc_RNA	opensea_intron 	chr09_23619088	0.412796339103417	0.00340330994183288	0.322198232978269	0.00226980660253877	0.364993154675161	0.00454870200834329	other
chr04_477279_477821	-0.0341662228454314	-0.0602428450751781	-0.00808960061568465	0.00851479535824817	-0.0205013138148282	-0.0465779360445749	0.00557530841491849	0.144078863341105	0.0136649090306031	-0.0136844830943457	0.0410143011555519	0.440142391310268	gutturalis	rustica.r	0.26728634686415	313	0.818768317206532	0.841894095824746	0.80967969830127	0.828421046570477	0.827145598414707	0.847496067904354	0.876578470027959	0.82959986931048	0.850308850060961	0.831891619966388	0.784293274118577	0.772196590796662	chr04	477280	477279	+	1	NA	Intergenic	NA	Intergenic	-17465	XM_040064052.1	EXOC6B	XM_040064053	NA	NA	NA	NA	NA	mRNA	island_Intergenic	chr04_477279	0.815894175709098	0.000448817040108027	0.85006039855453	0.000253340274614539	0.829559084739702	0.00100614795786979	other
chr13_16712703	-0.0929561488954155	-0.172042546181361	-0.0138697516094699	0.0188867917333916	-0.0404988740191436	-0.119585271305089	0.0385875232668019	0.422920189180311	0.0524572748762718	-0.0304892383671277	0.135403788119671	0.275596424057851	gutturalis	rustica.r	0.267207775653534	314	0.75	0.829268292682927	0.829545454545455	0.694117647058824	0.840909090909091	0.826086956521739	0.747572815533981	0.8375	0.764705882352941	NA	0.796875	0.692307692307692	chr13	16712704	16712703	+	1	NA	Intergenic	NA	Intergenic	23795	XR_005703143.1	LOC120759274	XR_005703143	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr13_16712703	0.789965789548026	0.00547823083030171	0.882921938443442	0.00391178925277733	0.842423064424298	0.00592786217958201	other
chr12_6326203_6328203	-0.0560722820580378	-0.108250553597287	-0.00389401051878847	0.0333696608238807	0.00433491446197209	-0.0478433570772773	0.0565131860012214	0.976800065989213	0.0604071965200099	0.00568216364742041	0.115132229392599	0.028367820987263	gutturalis	rustica.r	0.266771103604363	315	0.670387496398656	0.673849663952984	0.701113093349097	0.710577030648075	0.671230468757487	0.616658654688622	0.697675387915568	0.7324083551495	0.685597622744088	0.654271825668934	0.691150730374822	0.662820442584861	chr12	6326740	6326739	+	1	NA	Intergenic	NA	Intergenic	-1764	XM_040076702.1	LOC120758443	XM_040076702	NA	NA	NA	NA	NA	mRNA	shore_Intergenic	chr12_6326739	0.661264962738818	0.000767507020785421	0.717337244796856	0.00198555775889038	0.721672159258828	0.00384391011605177	gutturalis dominant
chr05_15322998	-0.177428718800394	-0.335925753126673	-0.018931684474115	0.026168751196036	-0.0433462250897924	-0.196873459640714	0.110181009461129	0.762843743474083	0.134082493710602	-0.0282808901027545	0.296445877523958	0.119236616804747	gutturalis	rustica.r	0.266237364247493	316	NA	0.647887323943662	0.721518987341772	0.288590604026846	0.329192546583851	0.364161849710983	0.716981132075472	0.811111111111111	0.583333333333333	0.703125	0.345070422535211	0.741258741258741	chr05	15322999	15322998	+	1	NA	exon 	XM_040068191.1, exon 2 of 10)	mRNA-exon (XM_040068191.1, exon 2 of 10)	5035	XM_040068191.1	ASB2	XM_040068192	NA	NA	NA	NA	NA	mRNA	opensea_exon 	chr05_15322998	0.560942473201482	0.0359115776020806	0.738371192001876	0.00432525279054859	0.695024966912083	0.0174200887927115	other
chr07_13102481	0.0873491230732898	0.0225996544322409	0.152098591714339	0.00682164722168754	0.0147126435845139	-0.0479196253572513	0.0773449125262792	0.829281625590627	-0.0726364794887759	-0.140347437247307	-0.00492552173024514	0.0337832839389662	gutturalis	rustica.r	0.265909197345884	317	NA	0.205479452054795	0.16374269005848	0.235897435897436	0.290816326530612	0.218085106382979	0.11214953271028	0.256830601092896	0.137096774193548	0.025974025974026	0.174698795180723	0.210526315789474	chr07	13102482	13102481	+	1	NA	intron 	XM_040068846.1, intron 3 of 23)	mRNA-intron (XM_040068846.1, intron 3 of 23)	102089	XM_040068846.1	CNTNAP5	XM_040068846	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr07_13102481	0.205711345700648	0.00345208945593958	0.118362222627358	0.00173116848900774	0.133074866211872	0.00459601144641578	gutturalis dominant
chr21_3430325	-0.159650934292949	-0.283106388502898	-0.036195480082999	0.00964628958730918	-0.0629689845759559	-0.19577072634105	0.0698327571891378	0.473786842257032	0.0966819497169928	-0.0417392463956732	0.235103145829659	0.209842921132075	gutturalis	rustica.r	0.265777340409581	318	0.5	0.906976744186046	0.658536585365854	0.710526315789474	0.826086956521739	0.644444444444444	0.919354838709677	0.795454545454545	0.540540540540541	NA	0.828571428571429	NA	chr21	3430326	3430325	+	1	NA	Intergenic	NA	Intergenic	-3108	XM_040084544.1	TMEM51	XM_040084544	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr21_3430325	0.700602095468249	0.0189904370641764	0.860253029761198	0.00504630298603263	0.797284045185242	0.0146581520448683	other
chr13_15223628	-0.101852755133673	-0.178169622600141	-0.0255358876672054	0.00734635919908555	-0.114079692213543	-0.190396559680011	-0.0377628247470753	0.00272571795470156	-0.0122269370798699	-0.0922687429433303	0.0678148687835904	0.923882347870997	gutturalis	rustica.r	0.265726141876391	319	0.1	0.2625	0.172413793103448	0.142857142857143	0.133333333333333	0.186274509803922	0.0862068965517241	0.183908045977011	0.174496644295302	0.175675675675676	0.134615384615385	0.146666666666667	chr13	15223629	15223628	+	1	NA	Intergenic	NA	Intergenic	-92026	XM_040078367.1	PSD2	XM_040078367	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr13_15223628	0.18261201515323	0.00263404292495086	0.284464770286904	0.00662261792819168	0.170385078073361	0.00426216969785337	rustica dominant
chr02_34928895_34929275	0.192919467522163	0.0674699078506955	0.31836902719363	0.00213258406399386	-0.0614619014410597	-0.186911461112527	0.0639876582304076	0.452572317953849	-0.254381368963222	-0.383089901464763	-0.125672836461682	0.000130731550240681	gutturalis	rustica.r	0.265281284704822	320	0.0713451689090571	0.559352517985611	0.28632183908046	0.383563748079877	0.115459209209209	0.213575649817966	0.0522554044286747	0.102492493105219	0.0286401098901099	0.585418841237425	0.243061433884827	0.785582010582011	chr02	34929004	34929003	+	1	NA	exon 	XM_040073290.1, exon 30 of 30)	mRNA-exon (XM_040073290.1, exon 30 of 30)	51768	XM_040073390.1	CSPP1	XM_040073296	NA	NA	NA	NA	NA	mRNA	island_exon 	chr02_34929003	0.300216087212492	0.0307646231630852	0.107296619690329	0.00384221138568017	0.0458347182492695	0.00246107797512907	gutturalis dominant
chr04_56847008	0.10194742068263	0.0225965604196825	0.181298280945578	0.0101369555927437	0.0871247484898631	0.0133584230975304	0.160891073882196	0.0184891151333687	-0.014822672192767	-0.097531233422295	0.067885889036761	0.895942894491809	gutturalis	rustica.r	0.265056088405922	321	0.824324324324324	NA	0.934210526315789	NA	NA	0.98780487804878	0.884615384615385	0.792452830188679	0.843137254901961	0.716666666666667	0.797101449275362	0.931506849315068	chr04	56847009	56847008	+	1	NA	exon 	XM_040063950.1, exon 20 of 21)	mRNA-exon (XM_040063950.1, exon 20 of 21)	-17566	XR_005700906.1	LOC120752981	XR_005700906	NA	NA	NA	NA	NA	lnc_RNA	opensea_exon 	chr04_56847008	0.895162878408137	0.00429262587966738	0.793215457725507	0.00478722323533903	0.88034020621537	0.00375354153718802	rustica dominant
