chrom	start	end	rate
NC_053453.1	19700000	19800000	1.116356481e-07
NC_053453.1	19800000	19900000	1.574380347e-07
NC_053453.1	19900000	20000000	1.455715959e-07
NC_053453.1	20000000	20100000	1.464217284e-07
NC_053453.1	20100000	20200000	1.369048297e-07
NC_053453.1	20200000	20300000	1.369048297e-07
NC_053453.1	20300000	20400000	1.039098589e-07
NC_053453.1	20400000	20500000	8.380187449e-08
NC_053453.1	20500000	20600000	1.073703128e-07
NC_053453.1	20600000	20700000	5.16358778e-08
NC_053453.1	20700000	20800000	2.194665514e-08
NC_053453.1	20800000	20900000	1.458949672e-08
NC_053453.1	20900000	21000000	2.830567414e-08
NC_053453.1	21000000	21100000	3.131868145e-08
NC_053453.1	21100000	21200000	3.177956206e-08
NC_053453.1	21200000	21300000	4.691740808e-08
NC_053453.1	21300000	21400000	4.498581392e-08
NC_053453.1	21400000	21500000	4.498581392e-08
NC_053453.1	21500000	21600000	4.498581392e-08
NC_053453.1	21600000	21700000	8.166716333e-08
NC_053453.1	21700000	21800000	1.030632486e-07
NC_053453.1	21800000	21900000	8.129968308e-08
NC_053453.1	21900000	22000000	7.491246077e-08
NC_053453.1	22000000	22100000	9.368101216e-08
NC_053453.1	22100000	22200000	3.407973776e-08
NC_053453.1	22200000	22300000	4.516308123e-08
NC_053453.1	22300000	22400000	7.324092633e-08
NC_053453.1	22400000	22500000	7.200842979e-08
NC_053453.1	22500000	22600000	6.836858369e-08
NC_053453.1	22600000	22700000	2.329984335e-08
NC_053453.1	22700000	22800000	5.69049092e-08
NC_053453.1	22800000	22900000	5.662025691e-08
NC_053453.1	22900000	23000000	6.330564395e-08
NC_053453.1	23000000	23100000	4.395349239e-08
NC_053453.1	23100000	23200000	1.08988045e-07
NC_053453.1	23200000	23300000	6.610349021e-08
NC_053453.1	23300000	23400000	2.406318849e-08
NC_053453.1	23400000	23500000	1.063639273e-08
NC_053453.1	23500000	23600000	2.321846916e-08
NC_053453.1	23600000	23700000	2.317545898e-08
NC_053453.1	23700000	23800000	1.847538157e-08
NC_053453.1	23800000	23900000	1.150602455e-08
NC_053453.1	23900000	24000000	2.895773449e-08
NC_053453.1	24000000	24100000	6.666991233e-09
NC_053453.1	24100000	24200000	7.524703038e-09
NC_053453.1	24200000	24300000	2.361987006e-08
NC_053453.1	24300000	24400000	4.810238153e-08
NC_053453.1	24400000	24500000	8.541267439e-08
NC_053453.1	24500000	24600000	1.205828157e-07
NC_053453.1	24600000	24700000	1.099135887e-07
NC_053453.1	24700000	24800000	8.373752916e-08
NC_053453.1	24800000	24900000	8.467074318e-08
NC_053453.1	24900000	25000000	9.678338315e-08
NC_053453.1	25000000	25100000	2.407546619e-07
NC_053453.1	25100000	25200000	2.433499685e-07
NC_053453.1	25200000	25300000	8.519242089e-08
NC_053453.1	25300000	25400000	8.047711167e-08
NC_053453.1	25400000	25500000	1.653042796e-07
NC_053453.1	25500000	25600000	1.69144006e-07
NC_053453.1	25600000	25700000	9.206930174e-08
NC_053453.1	25700000	25800000	5.313832755e-08
NC_053453.1	25800000	25900000	4.875220816e-08
NC_053453.1	25900000	26000000	5.478988412e-08
NC_053453.1	26000000	26100000	5.649752533e-08
NC_053453.1	26100000	26200000	9.862190633e-08
NC_053453.1	26200000	26300000	1.029595801e-07
NC_053453.1	26300000	26400000	1.621966411e-07
NC_053453.1	26400000	26500000	1.438312172e-07
NC_053453.1	26500000	26600000	1.161451761e-07
NC_053453.1	26600000	26700000	1.161451761e-07
NC_053453.1	26700000	26800000	9.066807327e-08
NC_053453.1	26800000	26900000	9.26851627e-08
NC_053453.1	26900000	27000000	1.835960428e-07
NC_053453.1	27000000	27100000	5.296482552e-08
NC_053453.1	27100000	27200000	4.172431446e-08
NC_053453.1	27200000	27300000	3.778768792e-08
NC_053453.1	27300000	27400000	4.173797285e-08
NC_053453.1	27400000	27500000	6.601598746e-08
NC_053453.1	27500000	27600000	4.153643197e-08
NC_053453.1	27600000	27700000	3.288621853e-08
NC_053453.1	27700000	27800000	1.999235423e-08
NC_053453.1	27800000	27900000	1.169499833e-08
NC_053453.1	27900000	28000000	1.241253547e-08
NC_053453.1	28000000	28100000	1.595326484e-08
NC_053453.1	28100000	28200000	1.703522308e-08
NC_053453.1	28200000	28300000	1.436870552e-08
NC_053453.1	28300000	28400000	1.810576513e-08
NC_053453.1	28400000	28500000	1.31306295e-07
NC_053453.1	28500000	28600000	5.09978468e-08
NC_053453.1	28600000	28700000	5.461487928e-08
NC_053453.1	28700000	28800000	8.194482913e-08
NC_053453.1	28800000	28900000	4.025705861e-08
NC_053453.1	28900000	29000000	5.654632178e-08
NC_053453.1	29000000	29100000	5.644681182e-08
NC_053453.1	29100000	29200000	7.929791115e-08
NC_053453.1	29200000	29300000	1.454562927e-07
NC_053453.1	29300000	29400000	1.036137879e-07
NC_053453.1	29400000	29500000	8.911572703e-08
NC_053453.1	29500000	29600000	7.792434644e-08
NC_053453.1	29600000	29700000	9.361292682e-08
NC_053453.1	29700000	29800000	9.090709747e-08
NC_053453.1	29800000	29900000	8.253853053e-08
NC_053453.1	29900000	30000000	1.865315567e-07
NC_053453.1	30000000	30100000	1.252120676e-07
NC_053453.1	30100000	30200000	5.052610263e-08
NC_053453.1	30200000	30300000	5.13412927e-08
NC_053453.1	30300000	30400000	6.254287094e-08
NC_053453.1	30400000	30500000	5.218202988e-08
NC_053453.1	30500000	30600000	1.098415658e-07
NC_053453.1	30600000	30700000	7.777174173e-08
NC_053453.1	30700000	30800000	8.378893847e-08
NC_053453.1	30800000	30900000	5.366321328e-08
NC_053453.1	30900000	31000000	6.537280494e-08
NC_053453.1	31000000	31100000	8.297599218e-08
NC_053453.1	31100000	31200000	1.265374696e-07
NC_053453.1	31200000	31300000	1.839968031e-07
NC_053453.1	31300000	31400000	1.942119865e-07
NC_053453.1	31400000	31500000	7.19848441e-08
NC_053453.1	31500000	31600000	5.315021904e-08
NC_053453.1	31600000	31700000	5.885698829e-08
NC_053453.1	31700000	31800000	4.315351224e-08
NC_053453.1	31800000	31900000	2.152156169e-08
NC_053453.1	31900000	32000000	2.201265012e-08
NC_053453.1	32000000	32100000	2.247427762e-08
NC_053453.1	32100000	32200000	5.702392991e-08
NC_053453.1	32200000	32300000	3.598893376e-08
NC_053453.1	32300000	32400000	2.900437985e-08
NC_053453.1	32400000	32500000	1.46426545e-08
NC_053453.1	32500000	32600000	1.612190543e-08
NC_053453.1	32600000	32700000	2.458385623e-08
NC_053453.1	32700000	32800000	2.347863773e-08
NC_053453.1	32800000	32900000	1.617889945e-08
NC_053453.1	32900000	33000000	4.538957777e-08
NC_053453.1	33000000	33100000	6.467956928e-08
NC_053453.1	33100000	33200000	6.552907284e-08
NC_053453.1	33200000	33300000	5.469955669e-08
NC_053453.1	33300000	33400000	7.178718613e-08
NC_053453.1	33400000	33500000	7.218745558e-08
NC_053453.1	33500000	33600000	1.073463311e-07
NC_053453.1	33600000	33700000	6.369210313e-08
NC_053453.1	33700000	33800000	1.314255163e-07
NC_053453.1	33800000	33900000	7.85145858e-08
NC_053453.1	33900000	34000000	1.640162403e-07
NC_053453.1	34000000	34100000	1.090967263e-07
NC_053453.1	34100000	34200000	6.94162869e-08
NC_053453.1	34200000	34300000	4.842596543e-08
NC_053453.1	34300000	34400000	3.607861432e-08
NC_053453.1	34400000	34500000	6.969723958e-08
NC_053453.1	34500000	34600000	6.969723958e-08
NC_053453.1	34600000	34700000	8.54505208e-08
NC_053453.1	34700000	34800000	1.209599993e-07
NC_053453.1	34800000	34900000	1.068545081e-07
NC_053453.1	34900000	35000000	7.94246252e-08
NC_053453.1	35000000	35100000	9.576313339e-08
NC_053453.1	35100000	35200000	1.897025591e-07
NC_053453.1	35200000	35300000	1.545706343e-07
NC_053453.1	35300000	35400000	1.012989626e-07
NC_053453.1	35400000	35500000	2.354135051e-07
NC_053453.1	35500000	35600000	9.557676622e-08
NC_053453.1	35600000	35700000	1.346608386e-07
NC_053453.1	35700000	35800000	1.392630607e-07
NC_053453.1	35800000	35900000	8.738674168e-08
NC_053453.1	35900000	36000000	9.752969152e-08
NC_053453.1	36000000	36100000	5.506613102e-08
NC_053453.1	36100000	36200000	1.788037191e-07
NC_053453.1	36200000	36300000	4.200530237e-08
NC_053453.1	36300000	36400000	3.880696349e-08
NC_053453.1	36400000	36500000	3.44056832e-08
NC_053453.1	36500000	36600000	4.053837115e-08
NC_053453.1	36600000	36700000	6.069651667e-08
NC_053453.1	36700000	36800000	3.9857352e-08
NC_053453.1	36800000	36900000	4.015314108e-08
NC_053453.1	36900000	37000000	6.867368102e-08
NC_053453.1	37000000	37100000	1.580697353e-08
NC_053453.1	37100000	37200000	8.667372794e-09
NC_053453.1	37200000	37300000	1.291225447e-08
NC_053453.1	37300000	37400000	2.254293134e-08
NC_053453.1	37400000	37500000	2.774975025e-08
NC_053453.1	37500000	37600000	2.047322605e-08
NC_053453.1	37600000	37700000	8.058334707e-09
NC_053453.1	37700000	37800000	4.218218417e-08
NC_053453.1	37800000	37900000	7.680701697e-09
NC_053453.1	37900000	38000000	2.543145467e-08
NC_053453.1	38000000	38100000	4.470426812e-08
NC_053453.1	38100000	38200000	5.6024023e-08
NC_053453.1	38200000	38300000	1.229035208e-07
NC_053453.1	38300000	38400000	1.109948859e-07
NC_053453.1	38400000	38500000	7.614958324e-08
NC_053453.1	38500000	38600000	1.785596612e-08
NC_053453.1	38600000	38700000	2.235000286e-08
NC_053453.1	38700000	38800000	9.290668745e-09
NC_053453.1	38800000	38900000	1.423120549e-08
NC_053453.1	38900000	39000000	5.683044731e-09
NC_053453.1	39000000	39100000	7.795511385e-09
NC_053453.1	39100000	39200000	3.030475334e-09
NC_053453.1	39200000	39300000	2.555856527e-09
NC_053453.1	39300000	39400000	8.992697241e-10
NC_053453.1	39400000	39500000	5.395401468e-10
NC_053453.1	39500000	39600000	9.009811249e-10
NC_053453.1	39600000	39700000	6.658975365e-10
NC_053453.1	39700000	39800000	5.523657305e-10
NC_053453.1	39800000	39900000	4.27517338e-10
NC_053453.1	39900000	40000000	7.902934372e-10
NC_053453.1	40000000	40100000	1.055347853e-09
NC_053453.1	40100000	40200000	1.055347853e-09
NC_053453.1	40200000	40300000	7.250016483e-10
NC_053453.1	40300000	40400000	6.210034096e-10
NC_053453.1	40400000	40500000	4.851527156e-10
NC_053453.1	40500000	40600000	3.656060881e-10
NC_053453.1	40600000	40700000	1.603753617e-10
NC_053453.1	40700000	40800000	2.55825712e-10
NC_053453.1	40800000	40900000	3.387635532e-10
NC_053453.1	40900000	41000000	2.719419604e-10
NC_053453.1	41000000	41100000	1.969460605e-10
NC_053453.1	41100000	41200000	1.570867049e-10
NC_053453.1	41200000	41300000	1.980060906e-10
NC_053453.1	41300000	41400000	2.036068933e-10
NC_053453.1	41400000	41500000	1.49582814e-10
NC_053453.1	41500000	41600000	1.677388405e-10
NC_053453.1	41600000	41700000	2.383886866e-10
NC_053453.1	41700000	41800000	2.654425309e-10
NC_053453.1	41800000	41900000	2.654425309e-10
NC_053453.1	41900000	42000000	2.654425309e-10
NC_053453.1	42000000	42100000	2.654425309e-10
NC_053453.1	42100000	42200000	2.654425309e-10
NC_053453.1	42200000	42300000	1.116452231e-10
NC_053453.1	42300000	42400000	4.989176348e-11
NC_053453.1	42400000	42500000	9.045054289e-11
NC_053453.1	42500000	42600000	1.612121328e-10
NC_053453.1	42600000	42700000	1.612121328e-10
NC_053453.1	42700000	42800000	1.503734544e-10
NC_053453.1	42800000	42900000	1.483848548e-10
NC_053453.1	42900000	43000000	2.088785757e-10
NC_053453.1	43000000	43100000	1.81847346e-10
NC_053453.1	43100000	43200000	1.551643522e-10
NC_053453.1	43200000	43300000	1.551643522e-10
NC_053453.1	43300000	43400000	1.551643522e-10
NC_053453.1	43400000	43500000	1.495918422e-10
NC_053453.1	43500000	43600000	1.222793157e-10
NC_053453.1	43600000	43700000	9.358324145e-11
NC_053453.1	43700000	43800000	5.945754206e-11
NC_053453.1	43800000	43900000	2.168803067e-10
NC_053453.1	43900000	44000000	2.66114391e-10
NC_053453.1	44000000	44100000	4.266193443e-10
NC_053453.1	44100000	44200000	6.996939222e-10
NC_053453.1	44200000	44300000	1.467883567e-09
NC_053453.1	44300000	44400000	1.295829087e-09
NC_053453.1	44400000	44500000	2.779610455e-09
NC_053453.1	44500000	44600000	1.526612939e-09
NC_053453.1	44600000	44700000	4.885700881e-09
NC_053453.1	44700000	44800000	5.272922484e-09
NC_053453.1	44800000	44900000	8.781392415e-09
NC_053453.1	44900000	45000000	4.398037387e-09
NC_053453.1	45000000	45100000	1.195801248e-09
NC_053453.1	45100000	45200000	3.764454707e-09
NC_053453.1	45200000	45300000	1.137007975e-09
NC_053453.1	45300000	45400000	4.814266017e-09
NC_053453.1	45400000	45500000	5.146567975e-09
NC_053453.1	45500000	45600000	6.974806195e-09
NC_053453.1	45600000	45700000	6.445930299e-09
NC_053453.1	45700000	45800000	4.602361644e-09
NC_053453.1	45800000	45900000	1.024186809e-08
NC_053453.1	45900000	46000000	1.193030982e-08
NC_053453.1	46000000	46100000	1.582528415e-08
NC_053453.1	46100000	46200000	1.457875514e-08
NC_053453.1	46200000	46300000	2.251439165e-08
NC_053453.1	46300000	46400000	1.921520077e-08
NC_053453.1	46400000	46500000	2.180322139e-08
NC_053453.1	46500000	46600000	2.174046592e-08
NC_053453.1	46600000	46700000	2.630749679e-08
NC_053453.1	46700000	46800000	9.274148889e-08
NC_053453.1	46800000	46900000	5.167125494e-08
NC_053453.1	46900000	47000000	7.309118793e-08
NC_053453.1	47000000	47100000	5.866810677e-08
NC_053453.1	47100000	47200000	1.104337558e-07
NC_053453.1	47200000	47300000	9.136378035e-09
NC_053453.1	47300000	47400000	1.997352527e-08
NC_053453.1	47400000	47500000	2.518201756e-08
NC_053453.1	47500000	47600000	1.076529979e-07
NC_053453.1	47600000	47700000	5.275867061e-08
NC_053453.1	47700000	47800000	7.102737522e-08
NC_053453.1	47800000	47900000	3.201930807e-08
NC_053453.1	47900000	48000000	1.028491035e-07
NC_053453.1	48000000	48100000	1.363400781e-07
NC_053453.1	48100000	48200000	4.179427809e-08
NC_053453.1	48200000	48300000	3.108443894e-08
NC_053453.1	48300000	48400000	3.617658211e-08
NC_053453.1	48400000	48500000	5.799761251e-08
NC_053453.1	48500000	48600000	4.844621804e-08
NC_053453.1	48600000	48700000	2.748096404e-08
NC_053453.1	48700000	48800000	6.480112298e-08
NC_053453.1	48800000	48900000	1.604298792e-08
NC_053453.1	48900000	49000000	1.008624386e-07
NC_053453.1	49000000	49100000	4.896289048e-08
NC_053453.1	49100000	49200000	1.25820017e-07
NC_053453.1	49200000	49300000	1.319805933e-07
NC_053453.1	49300000	49400000	1.791995679e-07
NC_053453.1	49400000	49500000	2.247957513e-07
NC_053453.1	49500000	49600000	1.266897763e-07
NC_053453.1	49600000	49700000	1.226666631e-07
NC_053453.1	49700000	49800000	9.2903371e-08
NC_053453.1	49800000	49900000	7.519650628e-08
NC_053453.1	49900000	50000000	4.057013349e-08
NC_053453.1	50000000	50100000	4.070748749e-08
NC_053453.1	50100000	50200000	1.353328505e-07
NC_053453.1	50200000	50300000	7.458322027e-08
NC_053453.1	50300000	50400000	5.417758139e-08
NC_053453.1	50400000	50500000	6.098417752e-08
NC_053453.1	50500000	50600000	5.242214086e-08
NC_053453.1	50600000	50700000	4.459813247e-08
NC_053453.1	50700000	50800000	1.416341681e-07
NC_053453.1	50800000	50900000	1.080048739e-07
NC_053453.1	50900000	51000000	1.099084287e-07
NC_053453.1	51000000	51100000	1.144625809e-07
NC_053453.1	51100000	51200000	6.636131886e-08
NC_053453.1	51200000	51300000	1.422912553e-07
NC_053453.1	51300000	51400000	1.93803516e-07
NC_053453.1	51400000	51500000	1.811912316e-07
NC_053453.1	51500000	51600000	1.528275739e-07
NC_053453.1	51600000	51700000	1.587868328e-07
NC_053453.1	51700000	51800000	1.661264394e-07
NC_053453.1	51800000	51900000	1.842467873e-07
NC_053453.1	51900000	52000000	1.666825355e-07
NC_053453.1	52000000	52100000	1.246139374e-07
NC_053453.1	52100000	52200000	1.62514616e-07
NC_053453.1	52200000	52300000	1.432455319e-07
NC_053453.1	52300000	52400000	7.524548229e-08
NC_053453.1	52400000	52500000	9.812386966e-08
NC_053453.1	52500000	52600000	1.334702589e-07
NC_053453.1	52600000	52700000	1.463635953e-07
NC_053453.1	52700000	52800000	5.045780106e-08
NC_053453.1	52800000	52900000	9.333073338e-08
NC_053453.1	52900000	53000000	1.711320943e-07
NC_053453.1	53000000	53100000	3.209637488e-07
NC_053453.1	53100000	53200000	1.685593476e-07
NC_053453.1	53200000	53300000	2.681551002e-07
NC_053453.1	53300000	53400000	2.286636326e-07
NC_053453.1	53400000	53500000	2.192331712e-07
NC_053453.1	53500000	53600000	2.915433218e-07
NC_053453.1	53600000	53700000	2.408196949e-07
NC_053453.1	53700000	53800000	2.571372498e-07
NC_053453.1	53800000	53900000	4.019870695e-07
NC_053453.1	53900000	54000000	3.785912239e-07
NC_053453.1	54000000	54100000	5.984253126e-08
NC_053453.1	54100000	54200000	1.671228687e-07
NC_053453.1	54200000	54300000	1.943517947e-07
NC_053453.1	54300000	54400000	2.48086412e-07
NC_053453.1	54400000	54500000	1.925197487e-07
NC_053453.1	54500000	54600000	3.577111575e-07
NC_053453.1	54600000	54700000	2.758066042e-07
NC_053453.1	54700000	54800000	3.055128878e-07
NC_053453.1	54800000	54900000	5.409014687e-08
NC_053453.1	54900000	55000000	1.004466551e-07
NC_053453.1	55000000	55100000	1.247779153e-07
NC_053453.1	55100000	55200000	1.061181065e-07
NC_053453.1	55200000	55300000	4.675409969e-08
NC_053453.1	55300000	55400000	3.357171846e-08
NC_053453.1	55400000	55500000	1.527181721e-07
NC_053453.1	55500000	55600000	3.241912703e-07
NC_053453.1	55600000	55700000	1.08987613e-07
NC_053453.1	55700000	55800000	2.604481217e-07
NC_053453.1	55800000	55900000	2.055808574e-07
NC_053453.1	55900000	56000000	3.709057597e-07
NC_053453.1	56000000	56100000	2.676385308e-07
NC_053453.1	56100000	56200000	2.16596233e-07
NC_053453.1	56200000	56300000	2.226223597e-07
NC_053453.1	56300000	56400000	2.14206201e-07
NC_053453.1	56400000	56500000	1.965837169e-07
NC_053453.1	56500000	56600000	3.110971692e-07
NC_053453.1	56600000	56700000	3.532758417e-07
NC_053453.1	56700000	56800000	3.291576708e-07
NC_053453.1	56800000	56900000	2.347426012e-07
NC_053453.1	56900000	57000000	2.900422108e-07
NC_053453.1	57000000	57100000	2.933368502e-07
NC_053453.1	57100000	57200000	2.035910876e-07
NC_053453.1	57200000	57300000	3.045778598e-07
NC_053453.1	57300000	57400000	3.137772495e-07
NC_053453.1	57400000	57500000	2.73490664e-07
NC_053453.1	57500000	57600000	2.344874957e-07
NC_053453.1	57600000	57700000	9.933182604e-08
NC_053453.1	57700000	57800000	2.536506858e-07
NC_053453.1	57800000	57900000	1.89768527e-07
NC_053453.1	57900000	58000000	1.876295521e-07
NC_053453.1	58000000	58100000	1.897773341e-07
NC_053453.1	58100000	58200000	1.864108267e-07
NC_053453.1	58200000	58300000	1.730869469e-07
NC_053453.1	58300000	58400000	1.963352435e-07
NC_053453.1	58400000	58500000	2.363281966e-07
NC_053453.1	58500000	58600000	2.301497676e-07
NC_053453.1	58600000	58700000	3.537031965e-07
NC_053453.1	58700000	58800000	2.267378401e-07
NC_053453.1	58800000	58900000	4.47467038e-07
NC_053453.1	58900000	59000000	3.093880406e-07
NC_053453.1	59000000	59100000	1.649003417e-07
NC_053453.1	59100000	59200000	6.077718894e-07
NC_053453.1	59200000	59300000	5.595013351e-07
NC_053453.1	59300000	59400000	3.518219425e-07
NC_053453.1	59400000	59500000	6.502624752e-07
NC_053453.1	59500000	59600000	8.400560144e-07
NC_053453.1	59600000	59700000	8.869083971e-07
NC_053453.1	59700000	59800000	8.88031421e-07
NC_053453.1	59800000	59900000	8.88031421e-07
NC_053453.1	59900000	60000000	8.88031421e-07
NC_053453.1	60000000	60100000	8.88031421e-07
NC_053453.1	60100000	60200000	8.88031421e-07
NC_053453.1	60200000	60300000	8.88031421e-07
NC_053453.1	60300000	60400000	6.548347552e-07
NC_053453.1	60400000	60500000	6.069411713e-07
NC_053453.1	60500000	60600000	4.535204023e-07
NC_053453.1	60600000	60700000	3.502658342e-07
NC_053453.1	60700000	60800000	1.97986741e-07
NC_053453.1	60800000	60900000	3.153237628e-07
NC_053453.1	60900000	61000000	3.448538279e-07
NC_053453.1	61000000	61100000	3.411128627e-07
NC_053453.1	61100000	61200000	3.545934657e-07
NC_053453.1	61200000	61300000	2.424720258e-07
NC_053453.1	61300000	61400000	1.649419961e-07
NC_053453.1	61400000	61500000	2.616777777e-07
NC_053453.1	61500000	61600000	2.868287604e-07
NC_053453.1	61600000	61700000	2.568368107e-07
NC_053453.1	61700000	61800000	4.111288619e-07
NC_053453.1	61800000	61900000	1.64472514e-07
NC_053453.1	61900000	62000000	2.43839322e-07
NC_053453.1	62000000	62100000	1.157685007e-07
NC_053453.1	62100000	62200000	9.983205339e-08
NC_053453.1	62200000	62300000	1.391599096e-07
NC_053453.1	62300000	62400000	2.985977451e-07
NC_053453.1	62400000	62500000	2.513330585e-07
NC_053453.1	62500000	62600000	7.246957339e-08
NC_053453.1	62600000	62700000	1.31742177e-07
NC_053453.1	62700000	62800000	1.97555224e-07
NC_053453.1	62800000	62900000	1.893358876e-07
NC_053453.1	62900000	63000000	2.410513275e-07
NC_053453.1	63000000	63100000	2.555557966e-07
NC_053453.1	63100000	63200000	7.375474594e-07
NC_053453.1	63200000	63300000	2.810587265e-07
NC_053453.1	63300000	63400000	3.953561573e-07
NC_053453.1	63400000	63500000	5.645716464e-07
NC_053453.1	63500000	63600000	5.162248141e-07
NC_053453.1	63600000	63700000	4.950080238e-07
NC_053453.1	63700000	63800000	3.595461363e-07
NC_053453.1	63800000	63900000	3.211643875e-07
NC_053453.1	63900000	64000000	3.839450171e-07
NC_053453.1	64000000	64100000	4.454454322e-07
NC_053453.1	64100000	64200000	3.625607662e-07
NC_053453.1	64200000	64300000	5.456156904e-07
NC_053453.1	64300000	64400000	6.095356583e-07
NC_053453.1	64400000	64500000	3.181188682e-07
NC_053453.1	64500000	64600000	3.109007319e-07
NC_053453.1	64600000	64700000	3.142220652e-07
NC_053453.1	64700000	64800000	4.31230908e-07
NC_053453.1	64800000	64900000	6.012767924e-07
NC_053453.1	64900000	65000000	5.292915233e-07
NC_053453.1	65000000	65100000	4.895453958e-07
NC_053453.1	65100000	65200000	3.801603313e-07
NC_053453.1	65200000	65300000	3.707798961e-07
NC_053453.1	65300000	65400000	4.316144143e-07
NC_053453.1	65400000	65500000	5.876504536e-07
NC_053453.1	65500000	65600000	5.670047122e-07
NC_053453.1	65600000	65700000	5.559877931e-07
NC_053453.1	65700000	65800000	5.505728902e-07
NC_053453.1	65800000	65900000	4.104775545e-07
NC_053453.1	65900000	66000000	3.336056175e-07
NC_053453.1	66000000	66100000	2.638208792e-07
NC_053453.1	66100000	66200000	2.488729057e-07
NC_053453.1	66200000	66300000	3.995511293e-07
NC_053453.1	66300000	66400000	3.854921628e-07
NC_053453.1	66400000	66500000	2.975224306e-07
NC_053453.1	66500000	66600000	4.2088052e-07
NC_053453.1	66600000	66700000	4.376072538e-07
NC_053453.1	66700000	66800000	4.111985142e-07
NC_053453.1	66800000	66900000	3.060553411e-07
NC_053453.1	66900000	67000000	3.794243398e-07
NC_053453.1	67000000	67100000	6.469470756e-07
NC_053453.1	67100000	67200000	7.293902172e-07
NC_053453.1	67200000	67300000	7.585621376e-07
NC_053453.1	67300000	67400000	9.297570007e-07
NC_053453.1	67400000	67500000	9.696988595e-07
NC_053453.1	67500000	67600000	1.251613755e-06
NC_053453.1	67600000	67700000	1.047507606e-06
NC_053453.1	67700000	67800000	1.080304619e-06
NC_053453.1	67800000	67900000	7.280170581e-07
NC_053453.1	67900000	68000000	5.871568596e-07
NC_053453.1	68000000	68100000	6.695931648e-07
NC_053453.1	68100000	68200000	3.436430459e-07
NC_053453.1	68200000	68300000	3.798154721e-07
NC_053453.1	68300000	68400000	3.092976293e-07
NC_053453.1	68400000	68500000	5.601679238e-07
NC_053453.1	68500000	68600000	3.320640818e-07
NC_053453.1	68600000	68700000	4.02706012e-07
NC_053453.1	68700000	68800000	5.348848554e-07
NC_053453.1	68800000	68900000	5.340394826e-07
NC_053453.1	68900000	69000000	1.379126428e-07
NC_053453.1	69000000	69100000	3.660228422e-07
NC_053453.1	69100000	69200000	2.79090174e-07
NC_053453.1	69200000	69300000	6.593749864e-07
NC_053453.1	69300000	69400000	4.072188745e-07
NC_053453.1	69400000	69500000	4.460428001e-07
NC_053453.1	69500000	69600000	5.346760579e-07
NC_053453.1	69600000	69700000	5.539164572e-07
NC_053453.1	69700000	69800000	5.780965598e-07
NC_053453.1	69800000	69900000	4.049852413e-07
NC_053453.1	69900000	70000000	3.711357465e-07
NC_053453.1	70000000	70100000	3.434920168e-07
NC_053453.1	70100000	70200000	3.1160331e-07
NC_053453.1	70200000	70300000	5.913337165e-07
NC_053453.1	70300000	70400000	4.632435823e-07
NC_053453.1	70400000	70500000	4.881639865e-07
NC_053453.1	70500000	70600000	5.170351866e-07
NC_053453.1	70600000	70700000	4.979835377e-07
NC_053453.1	70700000	70800000	4.850332975e-07
NC_053453.1	70800000	70900000	6.157702622e-07
NC_053453.1	70900000	71000000	6.035398289e-07
NC_053453.1	71000000	71100000	3.240051536e-07
NC_053453.1	71100000	71200000	6.209723494e-07
NC_053453.1	71200000	71300000	3.972014992e-07
NC_053453.1	71300000	71400000	3.954156239e-07
NC_053453.1	71400000	71500000	3.268990851e-07
NC_053453.1	71500000	71600000	3.663055673e-07
NC_053453.1	71600000	71700000	5.200003504e-07
NC_053453.1	71700000	71800000	4.653563034e-07
NC_053453.1	71800000	71900000	4.636168294e-07
NC_053453.1	71900000	72000000	3.626115283e-07
NC_053453.1	72000000	72100000	3.174729381e-07
NC_053453.1	72100000	72200000	2.830997303e-07
NC_053453.1	72200000	72300000	2.664314475e-07
NC_053453.1	72300000	72400000	3.760910905e-07
NC_053453.1	72400000	72500000	5.376336409e-07
NC_053453.1	72500000	72600000	5.324586771e-07
NC_053453.1	72600000	72700000	5.069718923e-07
NC_053453.1	72700000	72800000	3.592419128e-07
NC_053453.1	72800000	72900000	5.115743159e-07
NC_053453.1	72900000	73000000	7.430748368e-07
NC_053453.1	73000000	73100000	7.552906647e-07
NC_053453.1	73100000	73200000	7.661598863e-07
NC_053453.1	73200000	73300000	5.717531784e-07
NC_053453.1	73300000	73400000	5.785853593e-07
NC_053453.1	73400000	73500000	6.858817723e-07
NC_053453.1	73500000	73600000	7.274483305e-07
NC_053453.1	73600000	73700000	5.203619849e-07
NC_053453.1	73700000	73800000	3.079356086e-07
NC_053453.1	73800000	73900000	4.398261868e-07
NC_053453.1	73900000	74000000	3.994672623e-07
NC_053453.1	74000000	74100000	5.327412098e-07
NC_053453.1	74100000	74200000	2.173916326e-07
NC_053453.1	74200000	74300000	3.786489315e-07
NC_053453.1	74300000	74400000	5.288061238e-07
NC_053453.1	74400000	74500000	7.972816843e-07
NC_053453.1	74500000	74600000	3.438363802e-07
NC_053453.1	74600000	74700000	3.610068e-07
NC_053453.1	74700000	74800000	6.810796238e-07
NC_053453.1	74800000	74900000	5.76821867e-07
NC_053453.1	74900000	75000000	8.654334602e-07
NC_053453.1	75000000	75100000	9.027613733e-07
NC_053453.1	75100000	75200000	7.618219017e-07
NC_053453.1	75200000	75300000	5.116796877e-07
NC_053453.1	75300000	75400000	4.868872072e-07
NC_053453.1	75400000	75500000	2.9267163e-07
NC_053453.1	75500000	75600000	2.932240854e-07
