site.id	RT-R_diff	RT-R_lwr	RT-R_upr	RT-R_p_value_adjusted	T-R_diff	T-R_lwr	T-R_upr	T-R_p_value_adjusted	T-RT_diff	T-RT_lwr	T-RT_upr	T-RT_p_value_adjusted	pop1	pop2	pst	rank	RU_13_T_NB027_BL_ADL_M	RU_13_T_NB028_BL_ADL_F	RU_13_T_NB029_BL_ADL_F	RU_13_T_NB031_BL_ADL_F	RU_13_T_NB033_BL_ADL_F	US_02_E_2171.28178_BL_ADL_U	US_02_E_2171.28179_BL_ADL_U	US_02_E_2171.28186_BL_ADL_U	US_02_E_2171.28193_BL_ADL_U	US_02_E_3121.88807_BL_ADL_U	US_02_E_3121.88831_BL_ADL_U	US_02_E_3121.88841_BL_ADL_U	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	extra	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	category	loci.id	Rr	Rr.var	T	T.var	RT	RT.var	type
chr06_22234710	0.013629937553124	-0.0586925690116017	0.0859524441178497	0.887524426802528	0.113151507574726	0.0386696461559955	0.187633368993457	0.00223493967777666	0.0995215700216023	0.0219132472250725	0.177129892818132	0.00988294750260088	rustica.r	tytleri	0.225092026189385	295	0.261363636363636	0.261682242990654	0.349397590361446	0.345238095238095	0.512820512820513	0.247311827956989	0.272727272727273	0.287234042553192	0.2	0.246753246753247	0.246153846153846	0.233333333333333	chr06	22234711	22234710	+	1	NA	intron 	XM_040071247.1, intron 4 of 37)	mRNA-intron (XM_040071247.1, intron 4 of 37)	-16485	XM_040071246.1	SLIT1	XM_040071247	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr06_22234710	0.228231996273898	0.00460449516622883	0.341383503848624	0.00615170444182171	0.241861933827022	0.00340178739036536	rustica dominant
chr19_1627120	-0.0547721652857636	-0.169289869504364	0.0597455389328373	0.470417264499953	-0.147148089195536	-0.265685174619852	-0.028611003771219	0.0128462421073617	-0.0923759239097721	-0.218568287797914	0.0338164399783701	0.183243331415611	rustica.r	tytleri	0.224943693057387	296	0.521739130434783	0.826086956521739	0.822222222222222	0.55	0.711111111111111	NA	0.548387096774194	0.62	0.822222222222222	NA	NA	0.723404255319149	chr19	1627121	1627120	+	1	NA	Intergenic	NA	Intergenic	26149	XR_005703677.1	LOC120761550	XR_005703677	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr19_1627120	0.829417153580481	0.00625484301932772	0.682269064384945	0.0196286774923027	0.774644988294717	0.00972360417892893	other
chr12_18701000	-0.0380544997257431	-0.106141786533569	0.0300327870820831	0.36225458427492	-0.0845886044522604	-0.154629247414109	-0.0145479614904116	0.0155562487486196	-0.0465341047265173	-0.118133321143334	0.025065111690299	0.25819490503275	rustica.r	tytleri	0.224492010466295	298	0.450292397660819	0.480582524271845	0.355769230769231	0.333333333333333	0.402061855670103	0.38860103626943	0.481081081081081	0.346368715083799	0.214285714285714	0.3875	0.363636363636364	0.401069518716578	chr12	18701001	18701000	+	1	NA	Intergenic	NA	Intergenic	-64181	XR_005702908.1	LOC120758500	XR_005702908	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr12_18701000	0.495475307355566	0.00405837400238675	0.410886702903306	0.00265911016758658	0.457420807629823	0.00497728657711191	other
chr21_958927	-0.0129227886373009	-0.0773202398032103	0.0514746625286086	0.873542949848922	-0.093819461872907	-0.160139647127633	-0.0274992766181809	0.00435413145914854	-0.0808966732356061	-0.150000724170081	-0.0117926223011317	0.0192247578783274	rustica.r	tytleri	0.224373127389229	299	0.509803921568627	0.44578313253012	0.322916666666667	0.44	0.483870967741935	0.447916666666667	0.531645569620253	0.55	0.462365591397849	0.545454545454545	0.37037037037037	0.557142857142857	chr21	958928	958927	+	1	NA	Intergenic	NA	Intergenic	-55835	XM_040084859.1	PAX7	XM_040084859	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr21_958927	0.543535752325733	0.00273052461586613	0.449716290452826	0.00587043620126053	0.530612963688432	0.00293900029873878	rustica dominant
chr15_3561059	0.012042759053745	-0.0342687133946518	0.0583542315021417	0.797557063528466	0.0602843180025862	0.0125901099774285	0.107978526027744	0.0110468868019814	0.0482415589488412	-0.00145466804435833	0.0979377859420407	0.0583983652107838	rustica.r	tytleri	0.224099514740674	300	0.949640287769784	0.941558441558442	0.875	0.902857142857143	0.871794871794872	0.863013698630137	0.836879432624113	0.823529411764706	0.840277777777778	0.931818181818182	0.833333333333333	0.917293233082707	chr15	3561060	3561059	+	1	NA	intron 	XM_040080692.1, intron 20 of 22)	mRNA-intron (XM_040080688.1, intron 20 of 22)	37377	XM_040080691.1	ATXN2	XM_040080699	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr15_3561059	0.837985466499043	0.00171153182449327	0.898269784501629	0.00133400712408382	0.850028225552788	0.00266702954802693	other
chr12_19549656	-0.0587855627921297	-0.140164429271222	0.0225933036869625	0.192162207958276	-0.117324307123186	-0.201132926921016	-0.0335156873253564	0.00477739695679558	-0.0585387443310564	-0.145865326864155	0.0287878382020421	0.238664584871536	rustica.r	tytleri	0.223997530607263	301	0.679245283018868	0.595238095238095	0.442307692307692	0.720338983050847	0.723684210526316	0.737704918032787	0.752577319587629	0.678571428571429	0.525	0.708860759493671	0.520833333333333	0.679245283018868	chr12	19549657	19549656	+	1	NA	intron 	XM_040076516.1, intron 36 of 57)	mRNA-intron (XM_040076507.1, intron 38 of 62)	87413	XM_040076516.1	ITPR1	XM_040076516	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr12_19549656	0.764344739661449	0.00442445886453407	0.647020432538263	0.00827154823414158	0.705559176869319	0.00559571210553678	other
chr13_2695263_2695692	0.0359371602854763	-0.00739183891889473	0.0792661594898473	0.118489613078189	0.0664295890721011	0.0218069028926055	0.111052275251597	0.00271881768096871	0.0304924287866248	-0.0160033457160736	0.0769882032893231	0.252982026763382	rustica.r	tytleri	0.223808674433268	302	0.242979242979243	0.140107689875158	0.21125180793971	0.244521830471319	0.222856956262129	0.138425925925926	0.137281494876431	0.241614906832298	0.114742822966507	0.130102040816326	0.196595828590379	0.122865155677656	chr13	2695536	2695535	+	1	NA	exon 	XM_040077861.1, exon 5 of 5)	mRNA-exon (XM_040077861.1, exon 5 of 5)	29621	XM_040077861.1	NSG2	XM_040077861	NA	NA	NA	NA	NA	mRNA	island_exon 	chr13_2695535	0.159159779059068	0.00122083549458671	0.225589368131169	0.00236059309139825	0.195096939344544	0.00161322439383683	other
chr09_5676362	0.0549320572812488	-0.0190412175233299	0.128905332085828	0.175016813004913	0.117233347933263	0.0432600731286841	0.191206622737842	0.00154163260973994	0.062301290652014	-0.0152825344911503	0.139885115795178	0.133380362734313	rustica.r	tytleri	0.223388656797144	303	0.671428571428571	0.738095238095238	0.697674418604651	0.746031746031746	0.732142857142857	0.811320754716981	0.65625	0.625	0.822222222222222	0.755555555555556	0.756410256410256	0.647058823529412	chr09	5676363	5676362	+	1	NA	Intergenic	NA	Intergenic	65566	XR_005702429.1	LOC120757258	XR_005702430	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr09_5676362	0.590718098668629	0.0065729750915283	0.707951446601892	0.00284347761433197	0.645650155949878	0.00319712070782614	other
chr28_443504_445375	0.12857071374846	0.0377739514579391	0.21936747603898	0.00431630424433094	0.124186281677712	0.0306785731175881	0.217693990237835	0.00747049499992247	-0.0043844320707479	-0.101817233717578	0.0930483695760823	0.993189982106468	rustica.r	tytleri	0.223291438149239	304	0.793393740762162	0.808199083945353	0.822507677769903	0.784616055085854	0.877321383831101	0.783591995356701	0.771191646191646	0.711576257861635	0.687433969021398	0.668935557841931	0.800575696667411	0.81486568986569	chr28	445299	445298	+	1	NA	intron 	XM_040086666.1, intron 4 of 4)	mRNA-intron (XM_040086664.1, intron 4 of 4)	8568	XM_040086665.1	PGPEP1	XM_040086664	NA	NA	NA	NA	NA	mRNA	shore_intron 	chr28_445298	0.680238924540289	0.0129102490984362	0.804425206218001	0.00253735298767079	0.808809638288749	0.00481571079794374	tytleri dominant
chr25_1449005_1450111	0.0205436807791847	-0.00911299808993261	0.050200359648302	0.217761192238317	0.0391573762441914	0.00861522898478279	0.0696995235035999	0.00989978531429803	0.0186136954650067	-0.0132104933812086	0.050437884311222	0.331198733569185	rustica.r	tytleri	0.223103768014565	305	0.760721882198685	0.794305997529338	0.777720856102003	0.785052163105981	0.789810907111607	0.729302211758352	0.787470869796576	0.639386886168789	0.802143724090099	0.776949590146292	0.731848504813445	0.755007891007891	chr25	1449617	1449616	+	1	NA	TTS 	XM_040088050.1)	mRNA-TTS (XM_040088050.1)	3726	XM_040088048.1	CTSK	XM_040088048	NA	NA	NA	NA	NA	mRNA	shore_TTS 	chr25_1449616	0.747542465655474	0.0010014514997479	0.786699841899665	0.00031461139545297	0.768086146434659	0.00093414179246894	other
chr03_442511	0.211760033179554	0.0822249787758875	0.34129508758322	0.00149538847736741	0.196810582979695	0.0538077549422016	0.339813411017189	0.00651010225360149	-0.0149494501998586	-0.150420452767939	0.120521552368222	0.957697107344972	rustica.r	tytleri	0.222939398230701	306	NA	0.59375	0.626506024096386	0.51063829787234	NA	0.490566037735849	0.393939393939394	0.675	0.625	0.454545454545455	NA	0.389830508474576	chr03	442512	442511	+	1	NA	intron 	XM_040060873.1, intron 23 of 24)	mRNA-intron (XM_040060870.1, intron 23 of 24)	19685	XM_040060873.1	LOC120751294	XM_040060870	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr03_442511	0.360865476854599	0.00922918075871008	0.557676059834294	0.0160646670103252	0.572625510034152	0.00735063863790247	tytleri dominant
chr01A_64709951	-0.0503650380096025	-0.14461002350596	0.0438799474867551	0.393946309488525	0.084010712788338	-0.0164547793153997	0.184476204892076	0.114450260168103	0.134375750797941	0.0299689487592904	0.238782552836591	0.00969375663180083	rustica.r	tytleri	0.222877884329099	307	0.895833333333333	NA	0.92156862745098	0.893939393939394	0.95	NA	0.785714285714286	0.837837837837838	0.815789473684211	NA	0.9375	NA	chr01A	64709952	64709951	+	1	NA	intron 	XM_040061742.1, intron 3 of 4)	mRNA-intron (XM_040061742.1, intron 3 of 4)	-16110	XM_040062941.1	AGK	XM_040062942	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr01A_64709951	0.825039168090587	0.00536750142955315	0.909049880878925	0.00113472833201038	0.774674130080984	0.0161998464553498	other
chr02_85341549	0.0815741512150375	0.0133184128502166	0.149829889579858	0.0167477094859504	0.0848163643997271	0.0165606260349061	0.153072102764548	0.0126525605759498	0.00324221318468954	-0.0697262404274367	0.0762106667968158	0.993332675359933	rustica.r	tytleri	0.222874129835396	308	0.689655172413793	0.815384615384615	0.816666666666667	0.788461538461538	0.883720930232558	0.788732394366197	0.862745098039216	0.833333333333333	0.878787878787879	NA	0.925	0.864406779661017	chr02	85341550	85341549	+	1	NA	intron 	XM_040075334.1, intron 7 of 10)	mRNA-intron (XM_040075297.1, intron 8 of 11)	-3351	XR_005702645.1	LOC120757760	XR_005702645	NA	NA	NA	NA	NA	lnc_RNA	opensea_intron 	chr02_85341549	0.747130106053367	0.00320001121962386	0.831946470453094	0.00473322983925486	0.828704257268404	0.00402073497778726	tytleri dominant
chr24_2438599	0.0481186346684992	-0.0467602107660251	0.142997480103023	0.431858194887343	0.116433058532018	0.0187213868423903	0.214144730221646	0.0170059052575833	0.0683144238635188	-0.0334988070766268	0.170127654803664	0.238052219220955	rustica.r	tytleri	0.222847173004135	309	0.622222222222222	0.738738738738739	0.545454545454545	0.736111111111111	0.634920634920635	0.565891472868217	0.684782608695652	0.510416666666667	0.682352941176471	0.337662337662338	0.512	0.75	chr24	2438600	2438599	+	1	NA	intron 	XM_040084887.1, intron 1 of 8)	mRNA-intron (XM_040084887.1, intron 1 of 8)	65912	XM_040084887.1	LOC120762460	XM_040084888	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr24_2438599	0.563391109697947	0.00808219603195207	0.679824168229965	0.00471137809593419	0.611509744366446	0.0108850157999366	other
chr11_3121781	-0.0438503074018335	-0.111795982278179	0.0240953674745117	0.259164563708998	-0.0976000945732124	-0.172124065460938	-0.0230761236854867	0.00886881375651305	-0.0537497871713789	-0.126625314709856	0.0191257403670981	0.176986842385995	rustica.r	tytleri	0.222520470848865	311	0.542857142857143	0.625	NA	0.564516129032258	0.634920634920635	0.76	0.534090909090909	0.753246753246753	0.717391304347826	0.517241379310345	0.56140350877193	0.709090909090909	chr11	3121782	3121781	+	1	NA	intron 	XM_040075445.1, intron 13 of 14)	mRNA-intron (XM_040075445.1, intron 13 of 14)	20248	XM_040075445.1	CRISPLD2	XM_040075445	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr11_3121781	0.683694683696684	0.00450469308825957	0.586094589123471	0.00207150671305349	0.63984437629485	0.00352553974959737	other
chr19_2339754	0.131725553819261	-0.0166248051705815	0.280075912809104	0.0891819024504382	0.182640698542618	0.0298609982177731	0.335420398867463	0.016624707824628	0.0509151447233569	-0.108277658379519	0.210107947826232	0.711318187269616	rustica.r	tytleri	0.222377537332356	312	0.574468085106383	0.28735632183908	0.25	0.462365591397849	0.458015267175573	NA	0.354838709677419	0.333333333333333	0.438356164383562	0.377777777777778	0.463768115942029	0.26	chr19	2339755	2339754	+	1	NA	intron 	XM_040082751.1, intron 24 of 24)	mRNA-intron (XM_040082746.1, intron 24 of 24)	51523	XM_040082471.1	TBX4	XM_040082471	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr19_2339754	0.215571148933112	0.0235509187838715	0.39821184747573	0.0126987947563896	0.347296702752374	0.0209275999140052	other
chr15_5037448	0.0471692378524137	-0.0540876404473691	0.148426116152196	0.482797163390329	0.123208606860576	0.0127282950882694	0.233688918632882	0.0270031933044682	0.0760393690081619	-0.0291589295631747	0.181237667579498	0.187772979264686	rustica.r	tytleri	0.222369471728293	313	NA	0.709677419354839	NA	0.653465346534653	0.763636363636364	0.675	0.623529411764706	0.630434782608696	NA	0.53	0.56140350877193	0.671428571428571	chr15	5037449	5037448	+	1	NA	Intergenic	NA	Intergenic	149738	XM_040080854.1	MN1	XM_040080854	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr15_5037448	0.562592803304089	0.00686660378217798	0.685801410164664	0.00511709315283209	0.609762041156502	0.00889957517620134	other
chr08_22433838	0.0629437686667006	-0.00624395515256403	0.132131492485965	0.0798349637650704	0.0878224241476072	0.0166497737371769	0.158995074558038	0.0133234114492913	0.0248786554809066	-0.0478777582840349	0.0976350692458481	0.677064997098049	rustica.r	tytleri	0.222079429320744	314	0.790697674418605	0.768518518518518	0.65546218487395	0.704081632653061	0.846938775510204	0.417582417582418	0.701149425287356	0.620689655172414	0.553571428571429	0.583333333333333	0.60655737704918	0.579439252336449	chr08	22433839	22433838	+	1	NA	intron 	XM_040072616.1, intron 9 of 21)	mRNA-intron (XM_040072613.1, intron 10 of 22)	83693	XM_040072613.1	DENND1B	XM_040072616	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr08_22433838	0.646313052815896	0.00487389689436192	0.734135476963503	0.00370154454403951	0.709256821482597	0.00353068804145736	other
chr17_8675135_8677135	0.0630508741246973	0.0130019781264296	0.113099770122965	0.0113297558672588	0.0650209853715462	0.0134777644162925	0.1165642063268	0.0112142321489076	0.00197011124684893	-0.0517366953993961	0.055676917893094	0.995469025062925	rustica.r	tytleri	0.221827416687876	316	0.20492662447389	0.279013766733433	0.177304878588897	0.3122089153753	0.255816121923729	0.24243195896414	0.304781213822651	0.185034925406724	0.178997581063964	0.218380677226418	0.238037867324377	0.171101550118049	chr17	8675525	8675524	+	1	NA	intron 	XM_040083249.1, intron 1 of 13)	mRNA-intron (XM_040083249.1, intron 1 of 13)	11470	XM_040083249.1	NIBAN2	XM_040083249	NA	NA	NA	NA	NA	mRNA	shore_intron 	chr17_8675524	0.187912943090846	0.00299362099884179	0.252933928462392	0.00163637869707756	0.250963817215543	0.00182946828481114	tytleri dominant
chr05_23205746_23207746	0.0711193777515168	-0.0122127472406036	0.154451502743637	0.105605512811701	0.10127480455749	0.0154546072191047	0.187095001895876	0.018194434492239	0.0301554268059737	-0.0592671715372032	0.119578025149151	0.685147506998399	rustica.r	tytleri	0.221655104546374	317	0.584889964326014	0.562835047812229	0.517465010662067	0.462177579365079	0.50205740666399	0.685714913746109	0.661152332839482	0.472521875481624	0.660087828837829	0.596172373316797	0.600417283618253	0.482068868980963	chr05	23206273	23206272	+	1	NA	Intergenic	NA	Intergenic	-4895	XM_040067645.1	FLVCR2	XR_005701364	NA	NA	NA	NA	NA	transcript	shore_Intergenic	chr05_23206272	0.423577513582204	0.00611910314522391	0.524852318139694	0.00272592679687518	0.49469689133372	0.00934565284516876	other
chr01_93979233	-0.0363445417475379	-0.130450047381177	0.0577609638861011	0.610376554951233	-0.105740592753087	-0.20265583480255	-0.00882535070362349	0.0303283277287395	-0.0693960510055489	-0.170379421259868	0.03158731924877	0.222784996765998	rustica.r	tytleri	0.221614640486341	318	0.24	0.0980392156862745	0.141414141414141	0.271186440677966	0.28169014084507	0.431034482758621	0.269230769230769	0.319444444444444	0.416666666666667	0.256756756756757	0.271186440677966	0.325581395348837	chr01	93979234	93979233	+	1	NA	Intergenic	NA	Intergenic	7716	XM_040056752.1	ING1	XM_040056752	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr01_93979233	0.312546315780965	0.00561174483811192	0.206805723027878	0.00420316130718369	0.276201774033427	0.0139511177469674	other
chr20_14120266	0.0847405573637526	0.0118430119009822	0.157638102826523	0.0210895083868151	0.108506138972283	0.0356085935095123	0.181403684435053	0.00333111029040534	0.02376558160853	-0.0466601380697019	0.0941913012867619	0.674774226014947	rustica.r	tytleri	0.221363658579166	319	0.888888888888889	0.91566265060241	0.867924528301887	0.941176470588235	0.826666666666667	NA	0.83495145631068	0.883333333333333	0.942857142857143	0.86046511627907	NA	0.840909090909091	chr20	14120267	14120266	+	1	NA	intron 	XM_040079762.1, intron 1 of 12)	mRNA-intron (XM_040079760.1, intron 1 of 12)	232	XM_040079761.1	DLGAP4	XM_040079764	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr20_14120266	0.768488889863856	0.00376618050781615	0.876995028836139	0.00292449235620012	0.853229447227609	0.00270298854647541	tytleri dominant
chr24_2324145	-0.235131777556657	-0.483482371694781	0.0132188165814668	0.0661712457892656	-0.281800230298758	-0.537565902901664	-0.0260345576958514	0.0285485530877649	-0.046668452742101	-0.31317018217721	0.219833276693009	0.902049939888729	rustica.r	tytleri	0.220890256720569	322	0.185714285714286	0.825581395348837	0.392405063291139	0.524271844660194	0.333333333333333	NA	NA	0.756756756756757	0.795180722891566	0.891891891891892	0.761363636363636	0.794871794871795	chr24	2324146	2324145	+	1	NA	Intergenic	NA	Intergenic	-48542	XM_040084887.1	LOC120762460	XM_040084888	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr24_2324145	0.821924075710861	0.0154333363341196	0.540123845412103	0.0587513424952938	0.586792298154204	0.099868748657539	other
chr19_4618811	0.129324675822774	0.0267936358820606	0.231855715763487	0.0113158207463369	0.112746582826523	0.00344812700629402	0.222045038646751	0.0421951048570287	-0.016578092996251	-0.130164380197926	0.0970081942054239	0.930545024334773	rustica.r	tytleri	0.220646814542326	323	0.592592592592593	0.478260869565217	NA	0.454545454545455	0.561643835616438	0.5	0.304347826086957	0.579710144927536	0.260869565217391	0.306122448979592	0.323529411764706	0.387096774193548	chr19	4618812	4618811	+	1	NA	intron 	XM_040082149.1, intron 14 of 18)	mRNA-intron (XM_040082147.1, intron 14 of 18)	21834	XM_040082855.1	HIC1	XM_040082855	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr19_4618811	0.426283163033055	0.00578205230139267	0.539029745859578	0.0083180290514943	0.555607838855829	0.0144462680905854	tytleri dominant
chr04_407424	-0.033188493060337	-0.109523877314443	0.0431468911937691	0.536636435010816	-0.115068234103223	-0.193682786908739	-0.0364536812977073	0.00318990545876574	-0.0818797410428862	-0.163794229677041	3.4747591268508e-05	0.050113619552816	rustica.r	tytleri	0.220479232313247	325	0.7	0.436974789915966	0.495145631067961	0.652542372881356	0.547169811320755	0.623762376237624	0.54421768707483	0.743362831858407	0.739837398373984	0.82051282051282	0.60655737704918	0.620967741935484	chr04	407425	407424	+	1	NA	Intergenic	NA	Intergenic	-48900	XR_005701010.1	LOC120753200	XR_005701010	NA	NA	NA	NA	NA	lnc_RNA	opensea_Intergenic	chr04_407424	0.719017842569278	0.00381894570874112	0.603949608466055	0.00842239543997815	0.685829349508941	0.00399697874187613	other
chr20_6907652	-0.0335572910744611	-0.119190577178716	0.0520759950297938	0.595689954057397	-0.0939509337830342	-0.177027424059877	-0.0108744435061918	0.0246564437191044	-0.0603936427085731	-0.146026928812828	0.0252396433956819	0.203146171512653	rustica.r	tytleri	0.220400222934493	326	0.872727272727273	0.647058823529412	0.685714285714286	0.829787234042553	0.752212389380531	0.925	NA	0.903225806451613	0.879518072289157	0.65	0.830769230769231	0.8	chr20	6907653	6907652	+	1	NA	Intergenic	NA	Intergenic	8876	XM_040080023.1	TNFRSF6B	XM_040080023	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr20_6907652	0.872164047530217	0.00233615581808442	0.778213113747182	0.00586837384596737	0.838606756455755	0.00689435993627861	other
chr09_4081956	-0.0748778181902203	-0.138985079749931	-0.0107705566305094	0.0195229456994346	-0.0779500191375426	-0.143971350507625	-0.0119286877674602	0.0181308602955126	-0.0030722009473223	-0.0718648532633058	0.0657204513686612	0.993292337442237	rustica.r	tytleri	0.220283470668034	327	0.863157894736842	0.814432989690722	0.792452830188679	0.818965517241379	0.692307692307692	0.886363636363636	0.858333333333333	0.787610619469027	0.802325581395349	0.914285714285714	0.872727272727273	0.816326530612245	chr09	4081957	4081956	+	1	NA	intron 	XM_040074024.1, intron 13 of 27)	mRNA-intron (XM_040074019.1, intron 13 of 29)	9524	XM_040074029.1	SNED1	XM_040074026	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr09_4081956	0.89773877899985	0.0014781379510018	0.819788759862308	0.005249847281607	0.82286096080963	0.00491796967312147	tytleri dominant
chr02_93851335	0.00520527053027398	-0.0790812241471904	0.0894917652077383	0.987215311604795	0.112288321175066	0.0254852592482913	0.199091383101842	0.00922932561237666	0.107083050644793	0.0166363308472366	0.197529770442348	0.0177883718810576	rustica.r	tytleri	0.220040997353334	329	0.850931677018634	0.724550898203593	0.75	0.668508287292818	0.734177215189873	0.474820143884892	0.72258064516129	0.532710280373832	0.657718120805369	0.759615384615385	0.774647887323944	0.747747747747748	chr02	93851336	93851335	+	1	NA	Intergenic	NA	Intergenic	15586	XM_040085406.1	SOX4	XM_040085406	NA	NA	NA	NA	NA	mRNA	opensea_Intergenic	chr02_93851335	0.649205849990629	0.00800473467772524	0.761494171165696	0.00401698022754921	0.654411120520903	0.00633678386786168	rustica dominant
chr26_3202701	0.0513549523135814	-0.0436307846964062	0.146340689323569	0.386715687628616	0.111581520016116	0.0137597652570723	0.209403274775159	0.022871649697822	0.0602265677025343	-0.0417013671698564	0.162154502574925	0.324074410844186	rustica.r	tytleri	0.219954310416784	330	0.5	0.524590163934426	0.6	0.563106796116505	0.605263157894737	0.6	0.552631578947368	0.508474576271186	0.555555555555556	NA	0.573333333333333	0.569767441860465	chr26	3202702	3202701	+	1	NA	intron 	XM_040085876.1, intron 6 of 11)	mRNA-intron (XM_040085875.1, intron 6 of 11)	-12517	XM_040085877.1	TULP1	XM_040085877	NA	NA	NA	NA	NA	mRNA	opensea_intron 	chr26_3202701	0.469327503295781	0.0071753452436589	0.580909023311897	0.00688207762332651	0.520682455609362	0.0101201304502561	other
chr08_29652728_29654497	0.012493830849956	-0.0144071000662006	0.0393947617661125	0.492695399752984	0.0331653107151991	0.00546119060510786	0.0608694308252904	0.0164615679969931	0.0206714798652431	-0.0081955523939304	0.0495385121244167	0.197382630401365	rustica.r	tytleri	0.219480777965866	332	0.308906569453447	0.294627621918179	0.356063770126907	0.359150153512576	0.329616373199964	0.323104257553078	0.286387258772829	0.305420232212743	0.246712973336789	0.237371861934814	0.242847785912008	0.291968823351207	chr08	29652972	29652971	+	1	NA	promoter-TSS 	XM_040073004.1)	mRNA-promoter-TSS (XM_040073004.1)	2	XM_040073004.1	LHX4	XM_040073004	NA	NA	NA	NA	NA	mRNA	island_promoter-TSS 	chr08_29652971	0.297865182842851	0.000831699994823237	0.33103049355805	0.000581628893951439	0.310359013692807	0.000472268431745657	other
chr01_326260_326529	0.0120966507415312	-0.0840055672524862	0.108198868735549	0.948031920849902	0.121195856582358	0.0222242857303841	0.220167427434331	0.0139931354443262	0.109099205840826	0.00597319002903644	0.212225221652616	0.0364837385700769	rustica.r	tytleri	0.219310973479129	333	0.25	0.2	0.347692307692308	0.0972222222222223	0.302222222222222	0.333333333333333	0.311904761904762	0.669879518072289	0.363565335246751	0.0719327731092437	0.186440677966101	0.291428571428572	chr01	326327	326326	+	1	NA	TTS 	XM_040090218.1)	mRNA-TTS (XM_040090218.1)	5634	XM_040090218.1	P4HA3	XM_040090218	NA	NA	NA	NA	NA	mRNA	island_TTS 	chr01_326326	0.147058993782027	0.00607830423857893	0.268254850364385	0.0136289009134593	0.159155644523559	0.00605512088837526	rustica dominant
chr03_70172773_70174773	0.0256147644111366	-0.03092392499955	0.0821534538218232	0.50942843804951	0.0822236749360136	0.0239968928524217	0.140450457019605	0.00442374995926142	0.056608910524877	-0.00406200737742692	0.117279828427181	0.0710197291403429	rustica.r	tytleri	0.219232922629437	334	0.331245587288815	0.335348956752315	0.225059544871849	0.366554039497667	0.414764042451625	0.329287517576554	0.160152323454334	0.222971757262253	0.268153944370759	0.318725490196078	0.230674432537787	0.356942202985275	chr03	70174188	70174187	+	1	NA	Intergenic	NA	Intergenic	17062	XM_040059565.1	GPR6	XM_040059565	NA	NA	NA	NA	NA	mRNA	shore_Intergenic	chr03_70174187	0.248498890753561	0.000957982147525004	0.330722565689575	0.00386409962973599	0.274113655164698	0.00425457121943517	other
chr05_55402614_55403090	0.00198664252503733	-0.102171034199796	0.106144319249871	0.998772837294694	0.165562109679635	0.058294565840111	0.272829653519159	0.0019106019984132	0.163575467154598	0.051805245394335	0.275345688914861	0.00319405150765484	rustica.r	tytleri	0.219113126388276	336	0.616692934068821	0.397557849288268	0.458891874409116	0.585444370294048	0.555555555555556	0.311113595151154	0.383032605254827	0.289826675193076	0.454603029842428	0.222474370091573	0.555165692007797	0.341799989004343	chr05	55402990	55402989	+	1	NA	intron 	XM_040066112.1, intron 2 of 13)	mRNA-intron (XM_040066104.1, intron 2 of 12)	2139	XM_040066104.1	PAX6	XM_040066108	NA	NA	NA	NA	NA	mRNA	island_intron 	chr05_55402989	0.308922257310408	0.0156702182750417	0.474484366990043	0.00763063249078091	0.310908899835445	0.00413478703835729	rustica dominant
